mgrs_tile
34HFH
34HBK
34HBJ
34HCK
34JCL
34HCH
34HDJ
33HYD
33JYG
34HEH
34JBL
34HCG
34HDG
34HEJ
34HGJ
33HYC
34HDH
34JBM
35HLC
34HGH
34HEG
34HCJ
34HEK
34JDL
34HBH
35HKC
34HDK
34HFJ
35HKD
