mgrs_tile
42SWE
42SXD
42RUP
42RVS
43SBU
42SVE
43SCS
42RUT
42SYD
41RPL
41RMJ
41RNK
42RUN
41RQM
42RXT
42RVV
42RTR
42RTQ
42RWV
42SWA
42RXU
42SYC
42SUA
42SXA
42RWS
42RTS
42RUU
42RTT
42RTV
41RNJ
41RPM
42RXV
41RQN
43SCT
41RRJ
41RQK
43SCR
42RVT
41RPK
42RTU
42RUR
42SXE
42SYA
43SDS
42SXC
42SVD
42SVA
41RQL
41RPN
41RNL
42RUQ
42RTP
43SBS
42SWC
42SYB
42RUV
42SYE
42RWU
42SWB
43SBR
42RVU
42SWD
41RNM
41RPJ
41RQP
42SVB
43SDR
43SBT
42RUS
41RQJ
42SXB
41RMK
42RWT
