mgrs_tile
42SWE
42SVE
41SMT
41SPS
41SNT
41SQV
42STE
42SUD
41SNS
41SNU
42STA
42SUE
42STB
41SQT
42SUC
41SQS
42SVC
42SVD
41SQR
41SQU
42SWC
41SPT
42SUB
41SPU
42SWD
42STD
42SVB
41SMU
42STC
41SPV
