mgrs_tile
17PML
17PNL
17PKL
16PGT
17PMK
16PGS
16PGU
17PQL
16PHT
17PKN
17PPL
16PFT
17PNK
17PKP
18PTQ
16PFU
16PHS
16PHR
17PLK
17PRK
17PKM
17NRJ
16PFS
17PQK
18NTP
17PLL
17NQJ
17PPK
16PHU
