mgrs_tile
12SWC
12SYB
12SWB
12SWD
12SXE
13SCU
12SYC
13SBU
12SXB
13SES
13SER
12SVB
12SYF
11SQV
12SUE
12SVC
13SDS
12STE
13SDT
12STD
13SCS
12SXD
13SBS
12SVE
13SBT
12SUF
12SYE
13SBV
13SDR
13SCT
12SVF
12SYA
12SUD
12SYD
12SXF
12SXC
12SVD
12SUC
13SDV
11SQU
13SCV
13SDU
13SBR
