mgrs_tile
16TFQ
14UQV
15UYQ
14TQT
16TDT
15TVM
17TLM
16TEP
15TXL
14UPA
16TCS
15TXN
17TLK
15UXP
15TUN
14UPV
16UCU
16TGP
15UUP
16TGR
16TEN
16TGS
14TQS
16TFR
16TGQ
15TVN
15UVP
16TDS
15TUL
15TYL
15TYM
15UWR
16TCR
16TEQ
16TES
15TWL
15TWN
16TER
15TXK
16TCQ
14UQU
16TDQ
16TDR
15TUM
15UVR
15TYN
15UWP
16TCT
15TVL
15TWM
17TLL
14UPB
16TFN
14UQB
15TXM
16TFS
14UQA
15UUQ
14UPU
15UVQ
15UYP
16UCV
16TFP
15UXQ
15UWQ
15UUR
15UXR
