mgrs_tile
18NYG
19NCA
18NWJ
18NXJ
19MDV
18MXE
18NWH
19MEU
18NWG
18NXF
18NYJ
18NYF
19NBA
19MCU
19NDB
19MBU
19NBB
18NXH
19NBC
18NZF
19MBV
18NVH
18NXG
18MWE
18NZH
18NVG
19MDU
18MZE
18NYH
19NCC
19NDC
19NDA
18NZG
19MEV
19NCB
18MZD
18MYE
18NWF
19MCV
