mgrs_tile
09UYP
10TDQ
09UVB
10TDS
10TDT
09UYQ
10TDP
10UDU
10TDN
10TER
08UQE
09UUV
09UWR
09UWV
10UCA
10UCV
10TCM
09UVA
09UWT
09UXQ
10UCU
09UWU
09UVV
09UXS
09UYS
10TES
10UDV
09UUA
09UVU
09UWS
10UEU
10TDM
10TDR
09UYR
09UXR
10TCN
10TCT
10TCP
10TET
09UXT
