mgrs_tile
18LVL
17LQK
19KCA
17MNN
19KDA
18LWK
18LVM
17MMQ
18LXH
18LUP
19LBD
17LRH
18LVJ
18LUM
17MPM
18LYH
18LUL
17MPP
18LTQ
18KZF
17LRG
18LYJ
18LWJ
18LUN
18LTR
19KCV
17MRM
19LBC
18LTP
17LQJ
18LVK
18KZG
18KYG
18LUK
17MNQ
18LUJ
18LZJ
17LQL
18LXK
18LWH
17LRJ
17MQM
18LTM
17LRK
18LTN
19LCC
18LZH
19KCB
18KXG
17MMP
19KBA
17MNP
19KDV
19KBB
17MPN
18LXJ
17LRL
18LVH
