mgrs_tile
42RUT
41RQM
42RVV
42RWV
42SWA
42SUA
42SYC
42RTS
42RUU
42RTT
42RTV
41RQN
42RTU
42SXC
42SVA
42SWC
42RUV
42SWB
42RUS
