mgrs_tile
33LTG
33LTD
33LTF
32LRJ
33KTA
33LVG
32LRH
33KXR
33KWT
33JWM
33KVT
33LTE
33JXM
33KWQ
33KWP
33LTC
33KTB
33JYL
33KUT
33KTU
33KWR
33KUV
32KRF
33KWS
33JYK
33KUB
33KXP
33JYJ
32KRG
33KVR
33KXQ
34JBQ
33JWN
32LRL
33LUF
33KUU
33LUE
33KVU
33LUG
33JXL
32KRD
33JXK
33KVS
33KTV
33JXN
33LUC
32LRK
32KRE
