mgrs_tile
36LWP
36LYQ
36LXQ
36MTS
36LXR
36LYR
36LYP
36LWN
36MUS
36LXP
36LXJ
36LXK
36LXM
36LWM
36LTR
36LWR
36LXN
36LYN
36LUR
36LWQ
