system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
128,"[22.0, 122.0]",31RHH,"[22.0, 122.0]","[8.965741214285714, 49.01427812195123]","{""type"":""MultiPoint"",""coordinates"":[]}"
129,"[122.0, 22.0]",32QKJ,"[122.0, 22.0]","[1.9525133333333333, 99.52468080952382]","{""type"":""MultiPoint"",""coordinates"":[]}"
130,"[122.0, 22.0]",32QKK,"[122.0, 22.0]","[4.189802069767442, 84.50361547619045]","{""type"":""MultiPoint"",""coordinates"":[]}"
131,"[122.0, 22.0]",32QKL,"[122.0, 22.0]","[4.913369976190475, 61.12147752380953]","{""type"":""MultiPoint"",""coordinates"":[]}"
132,"[122.0, 22.0]",32QKM,"[122.0, 22.0]","[23.277117809523812, 37.68191669047619]","{""type"":""MultiPoint"",""coordinates"":[]}"
133,"[22.0, 122.0]",32RKN,"[22.0, 122.0]","[14.104011714285718, 43.37546302439024]","{""type"":""MultiPoint"",""coordinates"":[]}"
134,"[122.0, 22.0]",32RLN,"[122.0, 22.0]","[7.317073170731708E-8, 98.84649892857144]","{""type"":""MultiPoint"",""coordinates"":[]}"
135,"[65.0, 22.0]",29KQU,"[65.0, 22.0]","[11.392765809523809, 98.10721377777776]","{""type"":""MultiPoint"",""coordinates"":[]}"
136,"[65.0, 22.0]",29KRA,"[65.0, 22.0]","[18.533431954545456, 51.80798245454546]","{""type"":""MultiPoint"",""coordinates"":[]}"
137,"[65.0, 22.0]",29KRB,"[65.0, 22.0]","[35.80164169767442, 74.81510645454547]","{""type"":""MultiPoint"",""coordinates"":[]}"
138,"[65.0, 22.0]",29KRT,"[65.0, 22.0]","[96.18514433333333, 99.41552227272727]","{""type"":""MultiPoint"",""coordinates"":[]}"
139,"[22.0, 65.0]",29KRU,"[22.0, 65.0]","[25.24112056521739, 58.80818138095236]","{""type"":""MultiPoint"",""coordinates"":[]}"
140,"[22.0, 65.0]",29KRV,"[22.0, 65.0]","[31.219125565217393, 37.09022085714285]","{""type"":""MultiPoint"",""coordinates"":[]}"
141,"[65.0, 22.0]",29LRC,"[65.0, 22.0]","[17.820660785714285, 95.64377104545456]","{""type"":""MultiPoint"",""coordinates"":[]}"
142,"[22.0, 65.0]",30KTC,"[22.0, 65.0]","[98.65162627272726, 99.38417080952384]","{""type"":""MultiPoint"",""coordinates"":[]}"
143,"[22.0, 65.0]",30KTD,"[22.0, 65.0]","[15.425895608695654, 86.27345195238092]","{""type"":""MultiPoint"",""coordinates"":[]}"
144,"[22.0, 65.0]",30KTE,"[22.0, 65.0]","[5.406302956521739, 67.84343576190476]","{""type"":""MultiPoint"",""coordinates"":[]}"
145,"[22.0, 65.0]",30KTF,"[22.0, 65.0]","[18.182982409090908, 51.143168681818175]","{""type"":""MultiPoint"",""coordinates"":[]}"
146,"[22.0, 65.0]",30KTG,"[22.0, 65.0]","[38.209480818181824, 52.668757395348834]","{""type"":""MultiPoint"",""coordinates"":[]}"
147,[22.0],30KUC,[22.0],[83.35444104545455],"{""type"":""MultiPoint"",""coordinates"":[]}"
148,[22.0],30KUD,[22.0],[4.008331086956522],"{""type"":""MultiPoint"",""coordinates"":[]}"
149,[22.0],30KUE,[22.0],[3.969997826086956],"{""type"":""MultiPoint"",""coordinates"":[]}"
150,[22.0],30KUF,[22.0],[4.545454545454545E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
151,[22.0],30KUG,[22.0],[9.09090909090909E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
152,[22.0],30KVC,[22.0],[80.212741],"{""type"":""MultiPoint"",""coordinates"":[]}"
153,[22.0],30KVD,[22.0],[30.694370130434777],"{""type"":""MultiPoint"",""coordinates"":[]}"
154,[22.0],30KVE,[22.0],[8.51870159090909],"{""type"":""MultiPoint"",""coordinates"":[]}"
155,[22.0],30KVF,[22.0],[1.3636363636363637E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
156,[22.0],30KVG,[22.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
157,[22.0],30KWE,[22.0],[96.99752877272728],"{""type"":""MultiPoint"",""coordinates"":[]}"
158,[22.0],30KWF,[22.0],[79.57634313636362],"{""type"":""MultiPoint"",""coordinates"":[]}"
159,[22.0],30KWG,[22.0],[59.60175145454546],"{""type"":""MultiPoint"",""coordinates"":[]}"
160,"[65.0, 22.0]",30LTH,"[65.0, 22.0]","[31.984157595238095, 59.88445908695653]","{""type"":""MultiPoint"",""coordinates"":[]}"
161,"[65.0, 22.0]",30LTJ,"[65.0, 22.0]","[0.23122633333333334, 79.35580743478262]","{""type"":""MultiPoint"",""coordinates"":[]}"
162,"[65.0, 22.0]",30LTK,"[65.0, 22.0]","[3.7243113181818184, 96.58029104545454]","{""type"":""MultiPoint"",""coordinates"":[]}"
163,"[22.0, 65.0]",30LUH,"[22.0, 65.0]","[3.568659652173913, 98.58388071428573]","{""type"":""MultiPoint"",""coordinates"":[]}"
164,"[22.0, 65.0]",30LUJ,"[22.0, 65.0]","[3.570872391304348, 84.42775759090908]","{""type"":""MultiPoint"",""coordinates"":[]}"
165,"[22.0, 65.0]",30LUK,"[22.0, 65.0]","[7.978908636363636, 65.95314854545455]","{""type"":""MultiPoint"",""coordinates"":[]}"
166,"[22.0, 65.0]",30LUL,"[22.0, 65.0]","[28.039744227272728, 47.32705195454545]","{""type"":""MultiPoint"",""coordinates"":[]}"
167,"[22.0, 65.0]",30LUM,"[22.0, 65.0]","[50.08373169565216, 52.13225228571429]","{""type"":""MultiPoint"",""coordinates"":[]}"
168,[22.0],30LUN,[22.0],[93.06237563636364],"{""type"":""MultiPoint"",""coordinates"":[]}"
169,[22.0],30LVH,[22.0],[3.562627652173913],"{""type"":""MultiPoint"",""coordinates"":[]}"
170,[22.0],30LVJ,[22.0],[3.5645921739130433],"{""type"":""MultiPoint"",""coordinates"":[]}"
171,[22.0],30LVK,[22.0],[3.181818181818182E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
172,[22.0],30LVL,[22.0],[1.3636363636363637E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
173,[22.0],30LVM,[22.0],[7.261979913043478],"{""type"":""MultiPoint"",""coordinates"":[]}"
174,[22.0],30LVN,[22.0],[93.7894268181818],"{""type"":""MultiPoint"",""coordinates"":[]}"
175,[22.0],30LWH,[22.0],[44.16112054166667],"{""type"":""MultiPoint"",""coordinates"":[]}"
176,[22.0],30LWJ,[22.0],[22.31690552173913],"{""type"":""MultiPoint"",""coordinates"":[]}"
177,[22.0],30LWK,[22.0],[2.3898341363636364],"{""type"":""MultiPoint"",""coordinates"":[]}"
178,[22.0],30LWL,[22.0],[4.251046782608696],"{""type"":""MultiPoint"",""coordinates"":[]}"
179,[22.0],30LWM,[22.0],[25.025182],"{""type"":""MultiPoint"",""coordinates"":[]}"
180,[22.0],30LXJ,[22.0],[99.98891727272725],"{""type"":""MultiPoint"",""coordinates"":[]}"
181,[22.0],30LXK,[22.0],[90.23962990909091],"{""type"":""MultiPoint"",""coordinates"":[]}"
182,[22.0],30LXL,[22.0],[71.08045730434785],"{""type"":""MultiPoint"",""coordinates"":[]}"
183,[22.0],30LXM,[22.0],[73.17970439130436],"{""type"":""MultiPoint"",""coordinates"":[]}"
184,"[22.0, 65.0]",28GFR,"[22.0, 65.0]","[98.3338385, 98.49403266666667]","{""type"":""MultiPoint"",""coordinates"":[]}"
185,"[65.0, 22.0]",28GFS,"[65.0, 22.0]","[15.140263666666666, 31.10051765217391]","{""type"":""MultiPoint"",""coordinates"":[]}"
186,"[65.0, 22.0]",28GFT,"[65.0, 22.0]","[3.720713590909091, 50.410340999999995]","{""type"":""MultiPoint"",""coordinates"":[]}"
187,"[65.0, 22.0]",28GFU,"[65.0, 22.0]","[1.4285714285714287E-7, 75.32010512000001]","{""type"":""MultiPoint"",""coordinates"":[]}"
188,"[65.0, 22.0, 108.0]",28GFV,"[65.0, 22.0]","[0.0, 96.54971986956524, 98.56725680952384]","{""type"":""MultiPoint"",""coordinates"":[]}"
189,"[65.0, 22.0]",28GGA,"[65.0, 22.0]","[3.7308937727272733, 45.509358976744174]","{""type"":""MultiPoint"",""coordinates"":[]}"
190,"[22.0, 122.0, 65.0]",28GGR,"[22.0, 122.0]","[78.12576345454546, 96.87698875000001, 99.05235085714284]","{""type"":""MultiPoint"",""coordinates"":[]}"
191,"[22.0, 65.0]",28GGS,"[22.0, 65.0]","[3.677173695652175, 76.52830280952381]","{""type"":""MultiPoint"",""coordinates"":[]}"
192,"[22.0, 65.0]",28GGT,"[22.0, 65.0]","[9.9856374, 53.251483772727276]","{""type"":""MultiPoint"",""coordinates"":[]}"
193,"[22.0, 65.0]",28GGU,"[22.0, 65.0]","[13.657779576923076, 26.29625338095238]","{""type"":""MultiPoint"",""coordinates"":[]}"
