system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
0,[121.0],35MMS,[121.0],[4.189188772727273],"{""type"":""MultiPoint"",""coordinates"":[]}"
1,[121.0],35MMT,[121.0],[5.8220049777777785],"{""type"":""MultiPoint"",""coordinates"":[]}"
2,[121.0],35MMU,[121.0],[3.8939359318181817],"{""type"":""MultiPoint"",""coordinates"":[]}"
3,[121.0],35MNT,[121.0],[5.791405422222223],"{""type"":""MultiPoint"",""coordinates"":[]}"
4,[121.0],35MNU,[121.0],[3.9645470909090905],"{""type"":""MultiPoint"",""coordinates"":[]}"
5,[121.0],35MNV,[121.0],[7.133544652173913],"{""type"":""MultiPoint"",""coordinates"":[]}"
6,[121.0],35NNA,[121.0],[2.625E-4],"{""type"":""MultiPoint"",""coordinates"":[]}"
7,[121.0],35NNB,[121.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
8,[121.0],35NNC,[121.0],[1.9092394883720936],"{""type"":""MultiPoint"",""coordinates"":[]}"
9,[121.0],35NPB,[121.0],[3.095238095238095E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
10,[121.0],35NPC,[121.0],[1.9054599069767446],"{""type"":""MultiPoint"",""coordinates"":[]}"
11,[121.0],35NPD,[121.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
12,[121.0],35NPE,[121.0],[1.9071603255813956],"{""type"":""MultiPoint"",""coordinates"":[]}"
13,[121.0],35NPF,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
14,[121.0],35NPG,[121.0],[1.9091309534883723],"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[121.0, 21.0]",35NPH,"[121.0, 21.0]","[4.0476190476190476E-7, 99.999934]","{""type"":""MultiPoint"",""coordinates"":[]}"
16,[121.0],35NQG,[121.0],[1.9054412093023254],"{""type"":""MultiPoint"",""coordinates"":[]}"
17,[121.0],35NQH,[121.0],[2.1428571428571428E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
18,[121.0],35NQJ,[121.0],[3.749654318181818],"{""type"":""MultiPoint"",""coordinates"":[]}"
19,[121.0],35PQK,[121.0],[2.194339511627907],"{""type"":""MultiPoint"",""coordinates"":[]}"
20,[121.0],35PQL,[121.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
21,[121.0],35PQM,[121.0],[1.9346126744186045],"{""type"":""MultiPoint"",""coordinates"":[]}"
22,[121.0],35PRM,[121.0],[1.9053063488372093],"{""type"":""MultiPoint"",""coordinates"":[]}"
23,[121.0],35PRN,[121.0],[4.064162318181818],"{""type"":""MultiPoint"",""coordinates"":[]}"
24,[121.0],35PRP,[121.0],[5.749272],"{""type"":""MultiPoint"",""coordinates"":[]}"
25,[121.0],35PRQ,[121.0],[5.51606271111111],"{""type"":""MultiPoint"",""coordinates"":[]}"
26,[121.0],35PRR,[121.0],[8.275904086956523],"{""type"":""MultiPoint"",""coordinates"":[]}"
27,[121.0],35PRS,[121.0],[1.922820837209302],"{""type"":""MultiPoint"",""coordinates"":[]}"
28,[121.0],36PTA,[121.0],[2.023415720930233],"{""type"":""MultiPoint"",""coordinates"":[]}"
29,[121.0],36PTB,[121.0],[2.052131976744186],"{""type"":""MultiPoint"",""coordinates"":[]}"
30,[121.0],36PTC,[121.0],[5.490591866666667],"{""type"":""MultiPoint"",""coordinates"":[]}"
31,[121.0],36PTU,[121.0],[3.8912273636363635],"{""type"":""MultiPoint"",""coordinates"":[]}"
32,[121.0],36PTV,[121.0],[5.460660288888889],"{""type"":""MultiPoint"",""coordinates"":[]}"
33,[121.0],36QUD,[121.0],[8.71049344680851],"{""type"":""MultiPoint"",""coordinates"":[]}"
34,[121.0],36QUE,[121.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
35,[121.0],36QUF,[121.0],[1.9055899302325583],"{""type"":""MultiPoint"",""coordinates"":[]}"
36,[121.0],36QUG,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
37,[121.0],36QVH,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
38,[121.0],36QVJ,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
39,[121.0],36QVK,[121.0],[7.142857142857144E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
40,[121.0],36QVL,[121.0],[1.907684883720931],"{""type"":""MultiPoint"",""coordinates"":[]}"
41,[121.0],36RWN,[121.0],[5.572272622222223],"{""type"":""MultiPoint"",""coordinates"":[]}"
42,[121.0],36RWP,[121.0],[3.99858275],"{""type"":""MultiPoint"",""coordinates"":[]}"
43,[121.0],36RWQ,[121.0],[3.9837016590909085],"{""type"":""MultiPoint"",""coordinates"":[]}"
44,[121.0],36RXT,[121.0],[3.985551000000001],"{""type"":""MultiPoint"",""coordinates"":[]}"
45,[121.0],36RXU,[121.0],[7.227008326086955],"{""type"":""MultiPoint"",""coordinates"":[]}"
46,"[121.0, 21.0]",36RXV,"[121.0, 21.0]","[4.952380952380953E-6, 99.99662187499999]","{""type"":""MultiPoint"",""coordinates"":[]}"
47,[121.0],34HCH,[121.0],[7.769933565217393],"{""type"":""MultiPoint"",""coordinates"":[]}"
48,[121.0],34HCJ,[121.0],[2.4309523809523816E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
49,[121.0],34JDM,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
50,[121.0],34JDN,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
51,[121.0],34JDP,[121.0],[1.9071899767441864],"{""type"":""MultiPoint"",""coordinates"":[]}"
52,[121.0],34JER,[121.0],[5.836893155555556],"{""type"":""MultiPoint"",""coordinates"":[]}"
53,[121.0],34JES,[121.0],[7.776924913043479],"{""type"":""MultiPoint"",""coordinates"":[]}"
54,[121.0],34JET,[121.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
55,[121.0],34KFA,[121.0],[6.052531],"{""type"":""MultiPoint"",""coordinates"":[]}"
56,[121.0],34KFB,[121.0],[3.7778318636363637],"{""type"":""MultiPoint"",""coordinates"":[]}"
57,[121.0],34KFC,[121.0],[1.9285714285714285E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
58,[121.0],34KFV,[121.0],[4.421382931818181],"{""type"":""MultiPoint"",""coordinates"":[]}"
59,[121.0],34KGD,[121.0],[8.373587260869561],"{""type"":""MultiPoint"",""coordinates"":[]}"
60,[121.0],34KGE,[121.0],[8.778805063829784],"{""type"":""MultiPoint"",""coordinates"":[]}"
61,[121.0],34KGF,[121.0],[1.9262687441860464],"{""type"":""MultiPoint"",""coordinates"":[]}"
62,[121.0],34KGG,[121.0],[2.2056943720930238],"{""type"":""MultiPoint"",""coordinates"":[]}"
63,[121.0],34LHH,[121.0],[3.957533227272727],"{""type"":""MultiPoint"",""coordinates"":[]}"
64,[121.0],34LHJ,[121.0],[1.9591298837209303],"{""type"":""MultiPoint"",""coordinates"":[]}"
65,[121.0],34LHK,[121.0],[4.046932295454545],"{""type"":""MultiPoint"",""coordinates"":[]}"
66,[121.0],34LHL,[121.0],[3.9252148636363633],"{""type"":""MultiPoint"",""coordinates"":[]}"
67,[121.0],34LHM,[121.0],[5.238095238095238E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
68,[121.0],35LKE,[121.0],[3.801874363636364],"{""type"":""MultiPoint"",""coordinates"":[]}"
69,[121.0],35LKF,[121.0],[4.230610159090909],"{""type"":""MultiPoint"",""coordinates"":[]}"
70,[121.0],35LKG,[121.0],[6.190476190476189E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
71,[121.0],35LKH,[121.0],[1.9452873255813952],"{""type"":""MultiPoint"",""coordinates"":[]}"
72,[121.0],35LKJ,[121.0],[3.9780524318181816],"{""type"":""MultiPoint"",""coordinates"":[]}"
73,[121.0],35LLJ,[121.0],[1.905905604651163],"{""type"":""MultiPoint"",""coordinates"":[]}"
74,[121.0],35LLK,[121.0],[3.777856613636364],"{""type"":""MultiPoint"",""coordinates"":[]}"
75,[121.0],35LLL,[121.0],[2.134487372093024],"{""type"":""MultiPoint"",""coordinates"":[]}"
76,[50.0],37WEV,[50.0],[93.23423489285713],"{""type"":""MultiPoint"",""coordinates"":[]}"
77,[50.0],33PZR,[50.0],[3.7275718181818176],"{""type"":""MultiPoint"",""coordinates"":[]}"
78,[50.0],33PZS,[50.0],[1.9890540930232559],"{""type"":""MultiPoint"",""coordinates"":[]}"
79,[50.0],33PZT,[50.0],[3.9021638181818177],"{""type"":""MultiPoint"",""coordinates"":[]}"
80,[50.0],33QZU,[50.0],[3.7669161363636365],"{""type"":""MultiPoint"",""coordinates"":[]}"
81,"[50.0, 93.0]",33QZV,"[50.0, 93.0]","[3.9777552272727275, 99.98235370588235]","{""type"":""MultiPoint"",""coordinates"":[]}"
82,[50.0],34PBB,[50.0],[1.9092838139534885],"{""type"":""MultiPoint"",""coordinates"":[]}"
83,[50.0],34PBC,[50.0],[6.1200933555555554],"{""type"":""MultiPoint"",""coordinates"":[]}"
84,[50.0],34QBD,[50.0],[3.732412295454545],"{""type"":""MultiPoint"",""coordinates"":[]}"
85,[50.0],34QBE,[50.0],[4.090069363636363],"{""type"":""MultiPoint"",""coordinates"":[]}"
86,[50.0],34QBF,[50.0],[1.906750767441861],"{""type"":""MultiPoint"",""coordinates"":[]}"
87,[50.0],34QCG,[50.0],[2.380952380952381E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
88,[50.0],34QCH,[50.0],[2.296721325581396],"{""type"":""MultiPoint"",""coordinates"":[]}"
89,[50.0],34QCJ,[50.0],[1.9060486511627908],"{""type"":""MultiPoint"",""coordinates"":[]}"
90,[50.0],34QCK,[50.0],[9.142857142857142E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
91,[50.0],34QDL,[50.0],[3.722294159090909],"{""type"":""MultiPoint"",""coordinates"":[]}"
92,[50.0],34QDM,[50.0],[3.7249699318181815],"{""type"":""MultiPoint"",""coordinates"":[]}"
93,[50.0],34RDN,[50.0],[1.9409541162790698],"{""type"":""MultiPoint"",""coordinates"":[]}"
94,[50.0],34RDP,[50.0],[3.9907393409090903],"{""type"":""MultiPoint"",""coordinates"":[]}"
