system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
0,[130.0],56HNH,[130.0],[9.098596111111108],"{""type"":""MultiPoint"",""coordinates"":[]}"
1,[130.0],56HNJ,[130.0],[3.2499999999999996E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
2,[130.0],56HNK,[130.0],[7.5E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
3,[130.0],56HPG,[130.0],[96.20480809756097],"{""type"":""MultiPoint"",""coordinates"":[]}"
4,[130.0],56HPH,[130.0],[78.8088774],"{""type"":""MultiPoint"",""coordinates"":[]}"
5,[130.0],56HPJ,[130.0],[54.94529825000002],"{""type"":""MultiPoint"",""coordinates"":[]}"
6,[130.0],56JNL,[130.0],[7.5E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
7,[130.0],56JNM,[130.0],[2.2500000000000002E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
8,[130.0],56JPQ,[130.0],[7.5E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
9,[130.0],56JPR,[130.0],[1.9978150731707318],"{""type"":""MultiPoint"",""coordinates"":[]}"
10,[130.0],56JQT,[130.0],[1.9957270000000005],"{""type"":""MultiPoint"",""coordinates"":[]}"
11,[130.0],56KQA,[130.0],[43.531199524999984],"{""type"":""MultiPoint"",""coordinates"":[]}"
12,[130.0],56KQU,[130.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
13,[130.0],56KQV,[130.0],[5.750000000000001E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
14,[130.0],56KRA,[130.0],[66.68333107499998],"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[130.0, 87.0]",56KRV,"[130.0, 87.0]","[0.3867819250000001, 97.75303575000001]","{""type"":""MultiPoint"",""coordinates"":[]}"
16,"[130.0, 87.0]",57KTQ,"[130.0, 87.0]","[6.764113400000001, 96.8839865625]","{""type"":""MultiPoint"",""coordinates"":[]}"
17,[130.0],57KTR,[130.0],[68.89401137499999],"{""type"":""MultiPoint"",""coordinates"":[]}"
18,[130.0],57KUQ,[130.0],[96.02477377499999],"{""type"":""MultiPoint"",""coordinates"":[]}"
19,[130.0],57KUR,[130.0],[97.51750575000001],"{""type"":""MultiPoint"",""coordinates"":[]}"
20,[59.0],58UDD,[59.0],[98.5480601111111],"{""type"":""MultiPoint"",""coordinates"":[]}"
21,[59.0],58UED,[59.0],[91.72276659999997],"{""type"":""MultiPoint"",""coordinates"":[]}"
22,[59.0],54JXS,[59.0],[13.907521595744683],"{""type"":""MultiPoint"",""coordinates"":[]}"
23,[59.0],54JXT,[59.0],[15.153033591836735],"{""type"":""MultiPoint"",""coordinates"":[]}"
24,[59.0],54KXU,[59.0],[7.5E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
25,[59.0],54KYA,[59.0],[2.0000023658536588],"{""type"":""MultiPoint"",""coordinates"":[]}"
26,[59.0],54KYB,[59.0],[2.372473780487805],"{""type"":""MultiPoint"",""coordinates"":[]}"
27,[59.0],54KYC,[59.0],[1.5E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
28,[59.0],54KZD,[59.0],[5.75E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
29,[59.0],54KZE,[59.0],[1.2250000000000001E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
30,[59.0],54KZF,[59.0],[2.2500000000000002E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
31,[59.0],54KZG,[59.0],[7.25E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
32,[59.0],54LZH,[59.0],[3.75E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
33,[59.0],55KBA,[59.0],[2.2500000000000002E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
34,[59.0],55KBB,[59.0],[9.749999999999998E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
35,[59.0],55LBC,[59.0],[4.0E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
36,[59.0],55LBD,[59.0],[2.5E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
37,[59.0],55LBE,[59.0],[5.000000000000001E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
38,[59.0],55LCE,[59.0],[4.25E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
39,[59.0],55LCF,[59.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
40,[59.0],55LCG,[59.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
41,[59.0],55LCH,[59.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
42,[59.0],55LCJ,[59.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
43,[59.0],55LCK,[59.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
44,[59.0],55LDJ,[59.0],[2.7125000000000002E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
