system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
0,[73.0],56NRN,[73.0],[66.3613665238095],"{""type"":""MultiPoint"",""coordinates"":[]}"
1,[73.0],56NRP,[73.0],[73.58871545238094],"{""type"":""MultiPoint"",""coordinates"":[]}"
2,[73.0],57NTH,[73.0],[41.84947885714285],"{""type"":""MultiPoint"",""coordinates"":[]}"
3,[73.0],57NTJ,[73.0],[63.76381292857144],"{""type"":""MultiPoint"",""coordinates"":[]}"
4,[73.0],57NUG,[73.0],[99.82160775],"{""type"":""MultiPoint"",""coordinates"":[]}"
5,[73.0],57NUH,[73.0],[21.90681071428571],"{""type"":""MultiPoint"",""coordinates"":[]}"
6,[73.0],57NUJ,[73.0],[83.44136195238096],"{""type"":""MultiPoint"",""coordinates"":[]}"
7,[73.0],57NVG,[73.0],[97.74525390476191],"{""type"":""MultiPoint"",""coordinates"":[]}"
8,[73.0],57NVH,[73.0],[50.114213309523805],"{""type"":""MultiPoint"",""coordinates"":[]}"
9,"[116.0, 73.0]",56LLM,"[116.0, 73.0]","[70.44776258536587, 81.78322473809524]","{""type"":""MultiPoint"",""coordinates"":[]}"
10,"[116.0, 73.0]",56LLN,"[116.0, 73.0]","[2.02093043902439, 76.88129385714286]","{""type"":""MultiPoint"",""coordinates"":[]}"
11,"[116.0, 73.0]",56LLP,"[116.0, 73.0]","[4.2E-5, 95.71331126190474]","{""type"":""MultiPoint"",""coordinates"":[]}"
12,"[73.0, 116.0]",56LMM,"[73.0, 116.0]","[39.64773845238095, 99.93448402439023]","{""type"":""MultiPoint"",""coordinates"":[]}"
13,"[73.0, 116.0]",56LMN,"[73.0, 116.0]","[0.0, 89.5886165609756]","{""type"":""MultiPoint"",""coordinates"":[]}"
14,"[73.0, 116.0]",56LMP,"[73.0, 116.0]","[6.877114142857143, 69.96050578048782]","{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[73.0, 116.0]",56LMQ,"[73.0, 116.0]","[26.84528083333334, 50.23768378048779]","{""type"":""MultiPoint"",""coordinates"":[]}"
