system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
122,"[140.0, 97.0]",15NZA,"[140.0, 97.0]","[12.643753093023259, 71.56961778571429]","{""type"":""MultiPoint"",""coordinates"":[]}"
123,[97.0],16MBB,[97.0],[77.78890282926828],"{""type"":""MultiPoint"",""coordinates"":[]}"
124,[97.0],16MBC,[97.0],[0.0015679756097560975],"{""type"":""MultiPoint"",""coordinates"":[]}"
125,[97.0],16MBD,[97.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
126,"[97.0, 140.0]",16MBE,"[97.0, 140.0]","[1.9597194285714286, 92.60331538095238]","{""type"":""MultiPoint"",""coordinates"":[]}"
127,[97.0],16MCB,[97.0],[56.795648829268295],"{""type"":""MultiPoint"",""coordinates"":[]}"
128,[97.0],16MCC,[97.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
129,[97.0],16MCD,[97.0],[7.317073170731708E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
130,[97.0],16MCE,[97.0],[1.9515261904761905],"{""type"":""MultiPoint"",""coordinates"":[]}"
131,[97.0],16MDB,[97.0],[86.17040402439025],"{""type"":""MultiPoint"",""coordinates"":[]}"
132,[97.0],16MDC,[97.0],[60.094226731707316],"{""type"":""MultiPoint"",""coordinates"":[]}"
133,[97.0],16MDD,[97.0],[40.03910714634146],"{""type"":""MultiPoint"",""coordinates"":[]}"
134,[97.0],16MDE,[97.0],[21.517799333333333],"{""type"":""MultiPoint"",""coordinates"":[]}"
135,"[97.0, 140.0]",16NBF,"[97.0, 140.0]","[18.021031595238096, 73.35047176744187]","{""type"":""MultiPoint"",""coordinates"":[]}"
136,[97.0],16NCF,[97.0],[25.45481807317073],"{""type"":""MultiPoint"",""coordinates"":[]}"
137,[97.0],16NDF,[97.0],[49.28497458536586],"{""type"":""MultiPoint"",""coordinates"":[]}"
138,[97.0],16NEF,[97.0],[98.74734180487806],"{""type"":""MultiPoint"",""coordinates"":[]}"
139,"[26.0, 69.0, 112.0, 126.0]",17VMJ,"[26.0, 69.0]","[6.608006810810811, 7.828821945945945, 77.39340560000001, 95.8605856764706]","{""type"":""MultiPoint"",""coordinates"":[]}"
140,"[69.0, 26.0, 112.0]",17VMK,"[69.0, 26.0]","[2.1946402352941177, 12.722129852941176, 39.235413171428576]","{""type"":""MultiPoint"",""coordinates"":[]}"
141,"[26.0, 126.0, 69.0]",17VNJ,"[26.0, 126.0]","[7.293085027027026, 10.217740764705882, 46.91316311764708]","{""type"":""MultiPoint"",""coordinates"":[]}"
142,"[26.0, 69.0, 126.0]",17VNK,"[26.0, 69.0]","[2.8878841176470584, 11.571825909090908, 36.73762242424243]","{""type"":""MultiPoint"",""coordinates"":[]}"
143,"[69.0, 26.0, 126.0, 112.0]",17VNL,"[69.0, 26.0]","[1.3714316363636363, 1.9108040606060608, 64.7743073030303, 86.62907984848485]","{""type"":""MultiPoint"",""coordinates"":[]}"
144,"[69.0, 26.0, 112.0, 126.0]",17WNM,"[69.0, 26.0]","[2.4562368484848482, 2.879963848484849, 47.59632178125001, 91.58410145454545]","{""type"":""MultiPoint"",""coordinates"":[]}"
145,"[26.0, 126.0, 69.0]",17WPM,"[26.0, 126.0]","[3.589485181818182, 6.231184636363636, 32.24735675757576]","{""type"":""MultiPoint"",""coordinates"":[]}"
146,"[26.0, 69.0, 126.0, 112.0]",17WPN,"[26.0, 69.0]","[8.703225806451613E-5, 5.51822459375, 30.798102212121204, 94.05604293548383]","{""type"":""MultiPoint"",""coordinates"":[]}"
147,"[69.0, 26.0, 126.0, 112.0]",17WPP,"[69.0, 26.0]","[0.48996287096774194, 4.2654141249999995, 58.542440424242436, 59.538907000000016]","{""type"":""MultiPoint"",""coordinates"":[]}"
148,"[69.0, 26.0, 126.0, 112.0]",18WVV,"[69.0, 26.0]","[0.002189133333333334, 5.6684093125, 30.472437354838718, 74.4560429375]","{""type"":""MultiPoint"",""coordinates"":[]}"
149,"[26.0, 112.0, 69.0]",28XET,"[26.0, 112.0]","[96.46631863636362, 96.833801, 96.88891272727274]","{""type"":""MultiPoint"",""coordinates"":[]}"
150,"[69.0, 26.0]",14RQP,"[69.0, 26.0]","[13.320770272727271, 50.29856102173913]","{""type"":""MultiPoint"",""coordinates"":[]}"
151,"[69.0, 26.0]",14RQQ,"[69.0, 26.0]","[1.9181409534883722, 65.93699402272729]","{""type"":""MultiPoint"",""coordinates"":[]}"
152,"[69.0, 26.0]",14RQR,"[69.0, 26.0]","[1.904745069767442, 83.6746355869565]","{""type"":""MultiPoint"",""coordinates"":[]}"
153,"[26.0, 69.0]",14RRP,"[26.0, 69.0]","[9.041137, 97.48148593023255]","{""type"":""MultiPoint"",""coordinates"":[]}"
154,"[26.0, 69.0]",15RTJ,"[26.0, 69.0]","[8.983191510638298, 97.7700152093023]","{""type"":""MultiPoint"",""coordinates"":[]}"
155,"[26.0, 69.0]",15RTK,"[26.0, 69.0]","[3.8341075909090914, 78.50378053488372]","{""type"":""MultiPoint"",""coordinates"":[]}"
156,"[26.0, 69.0]",15RTL,"[26.0, 69.0]","[9.24244093478261, 54.52794390697673]","{""type"":""MultiPoint"",""coordinates"":[]}"
157,"[26.0, 69.0]",15RTM,"[26.0, 69.0]","[20.257907261904762, 29.245440523809528]","{""type"":""MultiPoint"",""coordinates"":[]}"
158,"[69.0, 26.0]",15RTN,"[69.0, 26.0]","[10.02849534090909, 44.75042263636363]","{""type"":""MultiPoint"",""coordinates"":[]}"
159,"[69.0, 26.0]",15RTP,"[69.0, 26.0]","[5.924052733333334, 64.85786254761905]","{""type"":""MultiPoint"",""coordinates"":[]}"
160,"[69.0, 26.0]",15RTQ,"[69.0, 26.0]","[5.729813177777777, 87.03301833333333]","{""type"":""MultiPoint"",""coordinates"":[]}"
161,"[26.0, 126.0]",15RUH,"[26.0, 126.0]","[8.49125258695652, 72.05437243902439]","{""type"":""MultiPoint"",""coordinates"":[]}"
162,"[26.0, 126.0]",15RUJ,"[26.0, 126.0]","[8.721211446808512, 92.69931327906974]","{""type"":""MultiPoint"",""coordinates"":[]}"
163,[26.0],15RUK,[26.0],[7.95396752173913],"{""type"":""MultiPoint"",""coordinates"":[]}"
164,[26.0],15RUL,[26.0],[5.534239333333334],"{""type"":""MultiPoint"",""coordinates"":[]}"
165,[26.0],15RUM,[26.0],[2.21382411627907],"{""type"":""MultiPoint"",""coordinates"":[]}"
166,"[26.0, 69.0]",15RUN,"[26.0, 69.0]","[3.744162818181819, 94.54416186363638]","{""type"":""MultiPoint"",""coordinates"":[]}"
167,"[26.0, 69.0]",15RUP,"[26.0, 69.0]","[2.1119047619047623E-5, 73.22993115555553]","{""type"":""MultiPoint"",""coordinates"":[]}"
168,"[26.0, 69.0]",15RUQ,"[26.0, 69.0]","[1.3489611904761907, 49.34108870454545]","{""type"":""MultiPoint"",""coordinates"":[]}"
169,"[126.0, 26.0]",15RVH,"[126.0, 26.0]","[3.170731707317073E-7, 77.99345771739131]","{""type"":""MultiPoint"",""coordinates"":[]}"
170,"[126.0, 26.0]",15RVJ,"[126.0, 26.0]","[7.453087906976744, 57.879033191489356]","{""type"":""MultiPoint"",""coordinates"":[]}"
171,"[126.0, 26.0]",15RVK,"[126.0, 26.0]","[26.786759477272724, 34.86115051111111]","{""type"":""MultiPoint"",""coordinates"":[]}"
172,"[26.0, 126.0]",15RVL,"[26.0, 126.0]","[14.568841799999998, 45.22109125581396]","{""type"":""MultiPoint"",""coordinates"":[]}"
173,"[26.0, 126.0]",15RVM,"[26.0, 126.0]","[1.9134006744186047, 64.15878988095238]","{""type"":""MultiPoint"",""coordinates"":[]}"
174,"[26.0, 126.0]",15RVN,"[26.0, 126.0]","[4.044852818181818, 84.35451355813954]","{""type"":""MultiPoint"",""coordinates"":[]}"
175,[26.0],15RVP,[26.0],[1.7357142857142856E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
176,[26.0],15RVQ,[26.0],[2.2470569534883724],"{""type"":""MultiPoint"",""coordinates"":[]}"
177,"[126.0, 26.0]",15RWL,"[126.0, 26.0]","[4.120281720930232, 96.80237559523812]","{""type"":""MultiPoint"",""coordinates"":[]}"
178,"[126.0, 26.0]",15RWM,"[126.0, 26.0]","[2.328404714285714, 77.80439476744186]","{""type"":""MultiPoint"",""coordinates"":[]}"
179,"[126.0, 26.0]",15RWN,"[126.0, 26.0]","[6.044768568181817, 55.96134386046513]","{""type"":""MultiPoint"",""coordinates"":[]}"
180,"[126.0, 26.0]",15RWP,"[126.0, 26.0]","[16.176276, 32.851310809523795]","{""type"":""MultiPoint"",""coordinates"":[]}"
181,"[26.0, 126.0]",15RWQ,"[26.0, 126.0]","[12.44802113953488, 33.99193302380953]","{""type"":""MultiPoint"",""coordinates"":[]}"
182,"[126.0, 26.0]",15RXQ,"[126.0, 26.0]","[1.565719357142857, 97.83122504651163]","{""type"":""MultiPoint"",""coordinates"":[]}"
183,"[26.0, 69.0]",15SUR,"[26.0, 69.0]","[21.373687272727278, 25.91489336363636]","{""type"":""MultiPoint"",""coordinates"":[]}"
